Time,Focus,FocusReal,FocusRaw,Meditation,Alpha,AlphaReal,Beta,BetaReal,Delta,DeltaReal,Theta,ThetaReal,Gamma,GammaReal
0.162856,0.2771788,0.277178798,0.271898889,0.1626365,0.1626365,0.1454951,0.07176776,0.07249469,0.4424564,0.4474752,0.1363168,0.1390281,0.1111792,0.07969616
0.165306,0.2775904,0.277590438,0.293083424,0.1626365,0.1626365,0.1454951,0.07182103,0.07526587,0.4424564,0.4474752,0.1363168,0.1390281,0.1111792,0.07969616
0.165501,0.2775904,0.277590438,0.293083424,0.1626365,0.1626365,0.1454951,0.07182103,0.07526587,0.4432213,0.4459121,0.1363168,0.1390281,0.1111792,0.07969616
0.165656,0.2760456,0.276045601,0.283026865,0.1626365,0.1626365,0.1454951,0.07182103,0.07526587,0.4432213,0.4459121,0.1366977,0.1414765,0.1111792,0.07969616
0.165805,0.2760456,0.276045601,0.283026865,0.1626365,0.1626365,0.1454951,0.07182103,0.07526587,0.4432213,0.4459121,0.1366977,0.1414765,0.104933,0.08030418
0.165946,0.2760456,0.276045601,0.283026865,0.1608139,0.1608139,0.1478667,0.07182103,0.07526587,0.4432213,0.4459121,0.1366977,0.1414765,0.104933,0.08030418
0.166095,0.279153,0.279152991,0.332343392,0.1608139,0.1608139,0.1478667,0.07222414,0.08156011,0.4432213,0.4459121,0.1366977,0.1414765,0.104933,0.08030418
0.166239,0.279153,0.279152991,0.332343392,0.1608139,0.1608139,0.1478667,0.07222414,0.08156011,0.4434561,0.4364097,0.1366977,0.1414765,0.104933,0.08030418
0.166387,0.2768703,0.276870295,0.316755026,0.1608139,0.1608139,0.1478667,0.07222414,0.08156011,0.4434561,0.4364097,0.1372601,0.1449159,0.104933,0.08030418
0.166543,0.2768703,0.276870295,0.316755026,0.1608139,0.1608139,0.1478667,0.07222414,0.08156011,0.4434561,0.4364097,0.1372601,0.1449159,0.09903484,0.08332375
0.166704,1354.515,0.276870295,0.316755026,0.1608139,0.1608139,0.1478667,0.07222414,0.08156011,0.4434561,0.4364097,0.1372601,0.1449159,0.09903484,0.08332375
0.194864,1354.515,0.276870295,0.316755026,0.159162,0.159162,0.1578129,0.07222414,0.08156011,0.4434561,0.4364097,0.1372601,0.1449159,0.09903484,0.08332375
0.195158,0.2851392,0.285139191,0.421639223,0.159162,0.159162,0.1578129,0.07329471,0.09409933,0.4434561,0.4364097,0.1372601,0.1449159,0.09903484,0.08332375
0.195332,0.2851392,0.285139191,0.421639223,0.159162,0.159162,0.1578129,0.07329471,0.09409933,0.4427206,0.4129144,0.1372601,0.1449159,0.09903484,0.08332375
0.195499,0.2813807,0.281380669,0.382743052,0.159162,0.159162,0.1578129,0.07329471,0.09409933,0.4427206,0.4129144,0.1381737,0.1521013,0.09903484,0.08332375
0.195663,0.2813807,0.281380669,0.382743052,0.159162,0.159162,0.1578129,0.07329471,0.09409933,0.4427206,0.4129144,0.1381737,0.1521013,0.09353252,0.08686708
0.32271,0.2813807,0.281380669,0.382743052,0.1574974,0.1574974,0.1611995,0.07329471,0.09409933,0.4427206,0.4129144,0.1381737,0.1521013,0.09353252,0.08686708
0.322915,0.2914478,0.291447755,0.432151388,0.1574974,0.1574974,0.1611995,0.07459434,0.09998868,0.4427206,0.4129144,0.1381737,0.1521013,0.09353252,0.08686708
0.323065,0.2914478,0.291447755,0.432151388,0.1574974,0.1574974,0.1611995,0.07459434,0.09998868,0.4422497,0.4112277,0.1381737,0.1521013,0.09353252,0.08686708
0.32321,0.2894703,0.289470255,0.457845468,0.1574974,0.1574974,0.1611995,0.07459434,0.09998868,0.4422497,0.4112277,0.1386449,0.1477717,0.09353252,0.08686708
